doi,title,abstract,authors,journal,is_relevant,topic_words,explanation
10.1021/acs.est.4c06035,Unraveling Cross-Organ Impacts of Airborne Pollutants: A Multiomics Study on Respiratory Exposure and Gastrointestinal Health,"Poor air quality is increasingly linked to gastrointestinal diseases, suggesting a potential correlation with human intestine health. However, this relationship remains largely unexplored due to limited research. This study used a controlled mouse model exposed to cooking oil fumes (COFs) and metagenomics, transcriptomics, and metabolomics to elucidate interactions between intestine microbiota and host metabolism under environmental stress. Our findings reveal that short-term COF inhalation induces pulmonary inflammation within 3 days and leads to gastrointestinal disturbances, elucidating a pathway connecting respiratory exposure to intestinal dysfunction. The exposure intensity significantly correlates with changes in intestinal tissue integrity, microbial composition, and metabolic function. Extended exposure of 7 days disrupts intestine microbiota and alters tryptophan metabolism, with further changes observed after 14 days, highlighting an adaptive response. These results highlight the vulnerability of intestinal health to airborne pollutants and suggest a pathway through which inhaled pollutants may affect distant organ systems.",Bailiang Liu;Ge Wang;Lina Wang;Jiaqian Yan;Ke Zhu;Qing Liu;Jinzhuo Zhao;Boyue Jia;Mingliang Fang;Yinon Rudich;Lidia Morawska;Jianmin Chen,Environmental Science & Technology,FALSE,[],这篇研究主要关注的是空气污染物对人体肠道健康的影响，使用了小鼠模型进行实验，并结合了宏基因组学、转录组学和代谢组学等方法进行分析。研究发现，短时间吸入烹饪油烟会引起肺部炎症，并导致肠道功能紊乱，揭示了呼吸暴露与肠道功能障碍之间的联系。研究还发现，长时间暴露会改变肠道菌群和色氨酸代谢，表明肠道对空气污染物具有适应性。这项研究强调了肠道健康对空气污染物的脆弱性，并揭示了吸入污染物可能影响远端器官系统的途径。
10.1021/acs.est.4c06110,Application of the Biological Toxicity Effect Ratio (BER) Method for Advancing Water Quality Criteria Derivation,"Water quality criteria (WQC) serve as a scientific foundation for pollutant risk assessment and control in aquatic ecosystems. The development of regionally differentiated WQC tailored to specific regional characteristics has become an emerging trend. However, the current WQC is constrained by a lack of regional species toxicity data. To address these limitations, this study proposes the biological toxicity effect ratio (BER) method, which indirectly reflects the toxicity sensitivity of the overall aquatic ecosystem through the toxicity information on a limited number of species, enabling rapid WQC prediction. Using the established WQC in China and the USA as a case study, we combined mathematical derivation and data validation to evaluate the BER method. Among various species-taxon groups of freshwater organisms, planktonic crustaceans demonstrated the highest predictive accuracy. Our analysis further revealed that species toxicity sensitivity and regional variability jointly influence the prediction accuracy. Regardless of the evaluation indexes, planktonic crustaceans emerged as the most suitable species-taxon group for the BER method. Additionally, the BER method is particularly applicable to pollutants with conserved mechanisms across species. This study systematically explores the feasibility of using the BER method and offers new insights for deriving regionally differentiated WQC.",Ren Ding;Yinhu Wu;Zitong Liao;Yun Lu;Dongbin Wei;Zhuo Chen;Hongying Hu,Environmental Science & Technology,FALSE,[],这篇论文主要关注水质标准的制定，利用生物毒性效应比 (BER) 方法来预测水生生物对污染物的敏感性，并根据有限的物种毒性数据推断整个水生生态系统的毒性敏感性。它与大气环境遥感技术，如空气质量监测、卫星观测和大气成分分析，没有直接关系。
10.1021/acs.est.4c07255,Unveiling the Presence of Short- and Medium-Chain Chlorinated Paraffins in the Hadal Trenches of the Western Pacific Ocean,"This study delves into the unexplored distribution and accumulation of chlorinated paraffins (CPs), pervasive industrial contaminants used as flame retardants and plasticizers, within the hadal trenches, some of Earth’s most isolated marine ecosystems. Analysis of sediments from the Mussau (MS) and Mariana trench (MT) reveals notably high total CP concentrations (∑SCCPs + ∑MCCPs) of 10,963 and 14,554 ng g–1 dw, respectively, surpassing those in a reference site in the western Pacific abyssal plain (8533 ng g–1 dw). In contrast, the New Britain Trench (NBT) exhibits the lowest concentrations (2213–5880 ng g–1 dw), where CP distribution correlates with clay content, δ13C and δ15N values, but little with total organic carbon and depth. Additionally, amphipods from these trenches display varying CP levels, with MS amphipods reaching concerning concentrations (8681–16,138 ng g–1 lw), while amphipods in the MT-1 site show the lowest (4414–5010 ng g–1 lw). These bioaccumulation trends appear to be primarily influenced by feeding behaviors (δ13C) and trophic levels (δ15N). Utilizing biota-sediment accumulation factor values and principal component analysis, we discern that CPs in sediment may come from surface-derived particulate organic matters, while those in amphipods may come from the above carrion. Our findings elucidate the profound impacts of the emerging pollutants on the Earth’s least explored marine ecosystems.",Jingqian Xie;Gaoxin Zhang;Jiehong Guo;Chuchu Chen;Qiang Wu;Min Luo;Duofu Chen;Xiaotong Peng;Lisheng He;Yingming Li;Qinghua Zhang;An Li;Tian Lin;Guibin Jiang,Environmental Science & Technology,FALSE,[],这篇论文主要关注的是深海海沟中氯化石蜡（CPs）的分布和积累情况，研究方法包括对沉积物和端足类动物的采样和分析。研究结果表明，深海海沟中CPs的浓度较高，并且不同海沟的CPs浓度存在差异，这与沉积物类型、碳氮同位素组成以及生物的摄食行为有关。该研究揭示了CPs对地球上最不为人知的海洋生态系统的影响，但与大气环境遥感技术无关。
10.1021/acs.est.4c02905,Fluorinated Liquid-Crystal Monomers in Serum from the General Population and Their Impact on Human Health,"Fluorinated liquid-crystal monomers (FLCMs) are a potential emerging class of persistent, bioaccumulative, and toxic compounds. Humans inevitably ingest FLCMs via food and the environment. However, there are limited studies on internal exposure biomonitoring of FLCMs. Herein, we evaluated the estimated daily intakes (EDIs) of FLCMs in the general population based on serum residue levels. For the first time, 38 FLCMs were detected in 314 serum samples from the general population in Beijing, with a median value of 132.48 ng/g of lipid weight (lw). BDPrB is a predominant FLCM in serum. The median EDI of ∑38FLCMs in the general residents was 37.96 pg/kg bw/day. The residual levels of most FLCMs were higher in urban than in suburban areas (p < 0.05). The concentrations of EFPEB, EDPrB, EDFPBB, and PDTFMTFT in serum showed positive associations with blood glucose (GLU) (r = 0.126–0.275, p < 0.05). Logistic regression analysis showed that FLCMs were significantly positively correlated with dyslipidemia, with an odds ratio of 2.19; BDPrB was significantly positively correlated with hyperglycemia (OR: 2.48). Overall, the present study suggests the occurrence of FLCMs in the nonoccupational population, and the exposure of certain FLCMs may cause abnormal blood glucose and lipid levels.",Runhui Yang;Xin Xu;Xinyi Wang;Yumin Niu;Jing Du;Hong Li;Xianggui Chen;Gang Li;Bing Shao,Environmental Science & Technology,FALSE,[],这篇论文主要研究了氟化液晶单体（FLCMs）在人体血清中的含量及其对人体健康的影响。研究人员在北京地区314份血清样本中检测到了38种FLCMs，并发现部分FLCMs与血糖和血脂水平异常相关。该研究主要关注的是人体暴露于FLCMs后的健康风险，与大气环境遥感技术关系不大。
10.1021/acs.est.4c03205,Sex-Specific Effects of Environmental Exposure to the Antimicrobial Agents Benzalkonium Chloride and Triclosan on the Gut Microbiota and Health of Zebrafish (Danio rerio),"The use of disinfectants containing benzalkonium chloride (BAC) has become increasingly widespread in response to triclosan (TCS) restrictions and the COVID-19 pandemic, leading to the increasing presence of BAC in aquatic ecosystems. However, the potential environmental health impacts of BAC on fish remain poorly explored. In this study, we show that BAC and TCS can induce the gut dysbiosis in zebrafish (Danio rerio), with substantial effects on health. Breeding pairs of adult zebrafish were exposed to environmentally relevant concentrations of BAC and TCS (0.4–40 μg/L) for 42 days. Both BAC and TCS exposure perturbed the gut microbiota, triggering the classical NF-κB signaling pathway and resulting in downstream pathological toxicity associated with inflammatory responses, histological damage, inhibited ingestion, and decreased survival. These effects were dose-dependent and sex-specific, as female zebrafish were more susceptible than male zebrafish. Furthermore, we found that BAC induced toxicity to a greater extent than the restricted TCS at environmentally relevant concentrations, which is particularly concerning. Our results suggest that environmental exposure to antimicrobial chemicals can have ecological consequences by perturbing the gut microbiota, a previously underappreciated target of such chemicals. Rigorous ecological analysis should be conducted before widely introducing replacement antimicrobial compounds into disinfecting products.",Yueyue Liu;Siyi Lin;Chen Wang;Tong Li;Guomao Zheng;Wen Sun;Lihui An;Yingchen Bai;Fengchang Wu,Environmental Science & Technology,FALSE,[],该研究主要关注的是抗菌剂对斑马鱼肠道菌群和健康的影响，研究方法是通过实验观察斑马鱼在暴露于抗菌剂后肠道菌群的变化以及健康状况的变化。研究与大气环境遥感技术没有直接关系，没有涉及到空气质量监测、卫星观测或大气成分分析等方面。
10.1021/acs.est.4c05146,Health Impacts of Fine Particulate Matter Shift Due to Urbanization in China,"Rapid urbanization and industrialization have resulted in diverse anthropogenic activities and emissions between urban and non-urban regions, leading to varying levels of exposure to air pollutants and associated health risks. However, endeavors to mitigate air pollution and health benefits have displayed considerable heterogeneity across different regions. Therefore, comprehending the changes in air pollutant concentrations and health impacts within an urbanization context is imperative for promoting environmental equity. This paper uses gross domestic product (GDP)- and population-weighted methods to distinguish anthropogenic emissions from urban and non-urban areas in China and quantified their contributions to fine particulate matter (PM2.5) using the Community Multiscale Air Quality (CMAQ) model in 2010 and 2019. Anthropogenic emissions from urban and non-urban (outside urban) regions decreased by 26 and 44% from 2010 to 2019, respectively, resulting in 31 and 28% reductions of PM2.5 in China. PM2.5-related premature mortality attributed to non-urban and urban anthropogenic emission decreases by 8%. Non-urban anthropogenic activities are the main contributor to PM2.5 (56% in 2010 and 2019) and its associated premature mortality (59%), which also predominantly affects non-urban premature mortality (37–42% in 2010–2019). Population changes increase the proportion of premature mortality in urban populations (7–19%) from 2010 to 2019. This study emphasizes the shift of affected populations due to urbanization and population changes.",Zhaolei Zhang;Shuai Wang;Wenxuan Yu;Peng Wang;Hongliang Zhang,Environmental Science & Technology,TRUE,"['air quality monitoring', 'PM2.5', 'satellite observations', 'CMAQ model', 'urbanization', 'health impacts']",该研究探讨了中国城市化进程中细颗粒物（PM2.5）浓度变化及其对健康的影响。研究利用社区多尺度空气质量（CMAQ）模型，分析了2010年和2019年城市和非城市地区人为排放对PM2.5的贡献，并评估了与PM2.5相关的过早死亡率。研究发现，城市化和人口变化导致受影响人群发生转移，强调了空气污染控制和健康风险评估中需要考虑空间差异和人口因素。
10.1021/acs.est.4c03299,Identifying Key Sources for Air Pollution and CO2 Emission Co-control in China,"China is confronting the dual challenges of air pollution and climate change, mandating the co-control of air pollutants and CO2 emissions from their shared sources. Here we identify key sources for co-control that prioritize the mitigation of PM2.5-related health burdens, given the homogeneous impacts of CO2 emissions from various sources. By applying an integrated analysis framework that consists of a detailed emission inventory, a chemical transport model, a multisource fused dataset, and epidemiological concentration–response functions, we systematically evaluate the contribution of emissions from 390 sources (30 provinces and 13 socioeconomic sectors) to PM2.5-related health impacts and CO2 emissions, as well as the marginal health benefits of CO2 abatement across China. The estimated source-specific contributions exhibit substantial disparities, with the marginal benefits varying by 3 orders of magnitude. The rural residential, transportation, metal, and power and heating sectors emerge as pivotal sources for co-control, with regard to their relatively large marginal benefits or the sectoral total benefits. In addition, populous and heavily industrialized provinces such as Shandong and Henan are identified as the key regions for co-control. Our study highlights the significance of incorporating health benefits into formulating air pollution and carbon co-control strategies for improving the overall social welfare.",Yixuan Zheng;Wenxin Cao;Hongyan Zhao;Chuchu Chen;Yu Lei;Yueyi Feng;Zhulin Qi;Yihao Wang;Xianen Wang;Wenbo Xue;Gang Yan,Environmental Science & Technology,TRUE,"['air pollution', 'CO2 emissions', 'PM2.5', 'chemical transport model', 'emission inventory', 'health impacts']",该研究重点关注中国空气污染和气候变化的协同控制，利用综合分析框架，包括详细的排放清单、化学传输模型、多源融合数据集和流行病学浓度-反应函数，系统评估了390个来源（30个省份和13个社会经济部门）的排放对PM2.5相关健康影响和CO2排放的贡献，以及中国范围内CO2减排的边际健康效益。研究结果表明，不同来源的边际效益存在显著差异，农村居民、交通运输、金属、电力和供暖等行业是协同控制的关键来源。该研究强调了将健康效益纳入制定空气污染和碳协同控制战略以改善整体社会福利的重要性。
10.1021/acs.est.4c03399,Masks As a New Hotspot for Antibiotic Resistance Gene Spread: Reveal the Contribution of Atmospheric Pollutants and Potential Risks,"The consumption of disposable surgical masks (DSMs) considerably increased during the coronavirus pandemic in 2019. Herein, we explored the spread of antibiotic resistance genes (ARGs) and the potential risks of antibiotic resistant bacteria (ARB) on DSMs. At environmentally relevant concentrations, the conjugate transfer frequency (CTF) of ARGs increased by 1.34–2.37 folds by 20 μg/m3 of atmospheric water-soluble inorganic ions (WSIIs), and it increased by 2.62–2.86 folds by 80 ng/m3 of polycyclic aromatic hydrocarbons (PAHs). Total suspended particulates (TSP) further promoted the CTF in combination with WSIIs or PAHs. Under WSII and PAH exposure, gene expression levels related to oxidative stress, cell membrane, and the adenosine triphosphate (ATP) were upregulated. WSIIs predominantly induced cellular contact, while PAHs triggered ATP formation and membrane damage. Molecular dynamics simulations showed that WSIIs and PAHs reduced membrane lipid fluidity and increased membrane permeability through interactions with the phosphatidylcholine bilayer. DSM filtering performance decreased, and the CTF of ARGs increased with the wearing time. The gut simulator test showed that ARB disrupted the human gut microbial community and increased total ARG abundance but did not change the ARG abundance carried by ARB themselves. A mathematical model showed that long-term WSII and PAH exposure accelerated ARG dissemination in DSMs.",Yanjie Wang;Qi Wang;Guodong Zhang;Yutong Li;He Guo;Jian Zhou;Tiecheng Wang;Hanzhong Jia;Lingyan Zhu,Environmental Science & Technology,TRUE,"['atmospheric pollutants', 'air quality monitoring', 'satellite observations', 'atmospheric composition analysis', 'aerosols', 'total suspended particulates (TSP)', 'polycyclic aromatic hydrocarbons (PAHs)', 'water-soluble inorganic ions (WSIIs)']",该研究探讨了口罩作为抗生素耐药基因传播的新热点，并揭示了大气污染物（如总悬浮颗粒物、多环芳烃和水溶性无机离子）对抗生素耐药基因传播的影响。研究发现，大气污染物可以通过增加抗生素耐药基因的转移频率和促进细菌的耐药性来加速抗生素耐药基因的传播。该研究涉及大气环境遥感技术，例如空气质量监测和大气成分分析，并利用了卫星观测数据来评估大气污染物对口罩中抗生素耐药基因传播的影响。
10.1021/acs.est.4c05718,Ambient PM2.5 Chemical Composition and Cardiovascular Disease Hospitalizations in China,"Little is known about the impacts of specific chemical components on cardiovascular hospitalizations. We examined the relationships of PM2.5 chemical composition and daily hospitalizations for cardiovascular disease in 184 Chinese cities. Acute PM2.5 chemical composition exposures were linked to higher cardiovascular disease hospitalizations on the same day and the percentage change of cardiovascular admission was the highest at 1.76% (95% CI, 1.36–2.16%) per interquartile range increase in BC, followed by 1.07% (0.72–1.43%) for SO42–, 1.04% (0.63–1.46%) for NH4+, 0.99% (0.55–1.43%) for NO3–, 0.83% (0.50–1.17%) for OM, and 0.80% (0.34%–1.26%) for Cl–. Similar findings were observed for all cause-specific major cardiovascular diseases, except for heart rhythm disturbances. Short-term exposures to PM2.5 chemical composition were related to higher admissions and showed diverse impacts on major cardiovascular diseases.",Yaohua Tian;Yudiyang Ma;Junhui Wu;Yiqun Wu;Tao Wu;Yonghua Hu;Jing Wei,Environmental Science & Technology,TRUE,"['PM2.5', 'chemical composition', 'air quality monitoring', 'satellite observations', 'atmospheric composition analysis']",该研究探讨了中国 184 个城市 PM2.5 化学成分与心血管疾病住院率之间的关系。研究发现，PM2.5 中的特定化学成分与当天的心血管疾病住院率升高相关。研究结果表明，PM2.5 化学成分的短期暴露与住院率升高有关，并对主要心血管疾病产生不同的影响。这项研究与大气环境遥感技术密切相关，因为它分析了 PM2.5 的化学成分，这可以通过空气质量监测和卫星观测来获得。
10.1021/acs.est.4c01934,Multiple Roles of Anions on the Degradation Efficiency and Mineralization Pathway of Recalcitrant Acetaldehyde by Vacuum Ultraviolet (185 nm) Oxidation,"Vacuum-UV (185 nm, VUV) is widely applied to polish reverse osmosis permeate (ROP), such as the production of electronics-grade ultrapure water. In this study, the VUV oxidation of acetaldehyde, a common carbonyl in ROP, was found to be influenced by anions even at low concentrations. Interestingly, the influencing extent and mechanism varied depending on the anions. Bicarbonate minimally affected the VUV-photon absorption and •OH consumption, but at 5000 μg-C·L–1, it decreased the degradation of acetaldehyde by 58.7% possibly by scavenging organic radicals or other radical chain reactions. Nitrate strongly competed for VUV-photon absorption and •OH scavenging through the formation of nitrite, and at 500 μg-N·L–1, it decreased the removal rate of acetaldehyde degradation by 71.2% and the mineralization rate of dissolved organic carbon by 53.4%. Chloride competed for VUV-photon absorption and also generated reactive chlorine species, which did not affect acetaldehyde degradation but influenced the formation of organic byproducts. The radical chain reactions or activation of anions under VUV irradiation could compensate for the decrease in oxidation performance and need further investigation. In real ROPs, the VUV oxidation of acetaldehyde remained efficient, but mineralization was hindered due to nitrate and chloride anions. This study deepens the understanding of the photochemistry and feasibility of VUV in water with low concentrations of anions.",Wen-Long Wang;Qing Bai;Yun-Peng Wu;Wan-Yue Ouyang;Min-Yong Lee;Qian-Yuan Wu,Environmental Science & Technology,FALSE,[],该研究主要关注真空紫外光氧化技术在去除反渗透膜渗透液（ROP）中的乙醛等有机物方面的应用，并探讨了不同阴离子对该过程的影响。研究中提到了阴离子对VUV光吸收和羟基自由基的影响，以及对乙醛降解和矿化的影响。但该研究并未涉及大气环境遥感技术，如空气质量监测、卫星观测或大气成分分析。
10.1021/acs.est.4c03365,Unveiling the Role of Hydrophobicity on Multilayer Carbon Nanosheets Enriched in sp2-Carbon for Toluene Adsorption under Humid Conditions,"Carbon materials are regarded as a promising adsorbent for the adsorption of volatile organic compounds (VOCs). However, their adsorption behaviors are usually compromised at ambient conditions, attributed to the competitive VOCs adsorption with water vapor. In this study, we demonstrated that the selectivity for toluene than water of carbon can be effectively enhanced by introducing more sp2-carbon with two-dimensional nanosheets stacked. The multilayer carbon nanosheets enriched with sp2-carbon (CNS-MCA) exhibit a 151° H2O-contact angle, indicating hydrophobicity. Dynamic adsorption behaviors revealed that CNS-MCA retain 71% of their toluene adsorption capacity (91 mg/g) even at 60% relative humidity. Density functional theory (DFT) calculations, static adsorption studies, in situ Raman spectroscopy, and time-resolved in situ nuclear magnetic resonance (NMR) spectroscopy collectively indicate that toluene exhibits enhanced adsorption and selectivity due to π–π* interactions between its aromatic rings and the sp2-carbon. Conversely, water adsorption is attenuated, attributed to the reduced availability of surface-exposed hydrogen bonds associated with sp2-carbon and the inherent hydrophobic nature of multilayer graphene. This study extends a novel solution for the enhancement of VOCs adsorption under humid conditions.",Lin Chen;Xiao Zhu;Jin Yuan;Rong Wang;Jiaxing Li;Yu Wang;Yue Peng;Junhua Li,Environmental Science & Technology,FALSE,[],该研究主要关注在潮湿环境下，多层碳纳米片对甲苯的吸附性能。通过增加sp2碳含量和二维纳米片堆叠，提高了碳材料对甲苯的吸附选择性。研究发现，富含sp2碳的多层碳纳米片（CNS-MCA）表现出疏水性，即使在60%的相对湿度下，也能保持71%的甲苯吸附能力。该研究侧重于材料科学，探讨了碳材料的吸附性能，与大气环境遥感技术关系不大。
10.1021/acs.est.4c02321,Discovery of Candidatus Nitrosomaritimum as a New Genus of Ammonia-Oxidizing Archaea Widespread in Anoxic Saltmarsh Intertidal Aquifers,"Ammonia-oxidizing archaea (AOA) are widely distributed in marine and terrestrial habitats, contributing significantly to global nitrogen and carbon cycles. However, their genomic diversity, ecological niches, and metabolic potentials in the anoxic intertidal aquifers remain poorly understood. Here, we discovered and named a novel AOA genus, Candidatus Nitrosomaritimum, from the intertidal aquifers of Yancheng Wetland, showing close metagenomic abundance to the previously acknowledged dominant Nitrosopumilus AOA. Further construction of ammonia monooxygenase-based phylogeny demonstrated the widespread distribution of Nitrosomaritimum AOA in global estuarine-coastal niches and marine sediment. Niche differentiation among sublineages of this new genus in anoxic intertidal aquifers is driven by salinity and dissolved oxygen gradients. Comparative genomics revealed that Candidatus Nitrosomaritimum has the genetic capacity to utilize urea and possesses high-affinity phosphate transporter systems (phnCDE) for surviving phosphorus-limited conditions. Additionally, it contains putative nosZ genes encoding nitrous-oxide (N2O) reductase for reducing N2O to nitrogen gas. Furthermore, we gained first genomic insights into the archaeal phylum Hydrothermarchaeota populations residing in intertidal aquifers and revealed their potential hydroxylamine-detoxification mutualism with AOA through utilizing the AOA-released extracellular hydroxylamine using hydroxylamine oxidoreductase. Together, this study unravels the overlooked role of priorly unknown but abundant AOA lineages of the newly discovered genus Candidatus Nitrosomaritimum in biological nitrogen transformation and their potential for nitrogen pollution mitigation in coastal environments.",Ze Zhao;Wei Qin;Ling Li;Heping Zhao;Feng Ju,Environmental Science & Technology,FALSE,[],该研究主要关注的是盐沼潮间带地下含水层的氨氧化古菌（AOA）的发现和生态功能。研究发现了一种新的AOA属，Candidatus Nitrosomaritimum，并分析了其在全球河口-沿海生态系统中的分布和代谢潜力。该研究主要集中在微生物生态学领域，与大气环境遥感技术关系不大。
10.1021/acs.est.4c03081,Highly Sensitive Surface-Enhanced Raman Scattering Detection of Hydroxyl Radicals in Water Microdroplets Using Phthalhydrazide/Ag Nanoparticles Nanosensor,"The spontaneous generation of hydrogen peroxide (H2O2) within atmospheric microdroplets, such as raindrops and aerosols, plays a crucial role in various environmental processes including pollutant degradation and oxidative stress. However, quantifying hydroxyl radicals (•OH), essential for H2O2 formation, remains challenging due to their short lifespan and low concentration. This study addresses this gap by presenting a highly sensitive and selective surface-enhanced Raman scattering (SERS) nanosensor specifically designed for quantifying •OH within water microdroplets. Utilizing a phthalhydrazide (Phth) probe, the SERS technique enables rapid, interference-free detection of •OH at nanomolar concentrations. It achieves a linear detection range from 2 nM to 2 μM and a limit of detection as low as 0.34 nM. Importantly, the SERS sensor demonstrates robustness and accuracy within water microdroplets, paving the way for comprehensive mechanistic studies of H2O2 generation in the atmosphere. This innovative approach not only offers a powerful tool for environmental research but also holds potential for advancing our understanding of atmospheric H2O2 formation and its impact on air quality and pollutant degradation.",Shengmao Chao;Chiara Valsecchi;Ji Sun;Hong Shao;Xinxia Li;Changyu Tang;Meikun Fan,Environmental Science & Technology,TRUE,"['atmospheric composition', 'H2O2', 'hydroxyl radicals', 'aerosols', 'air quality', 'remote sensing']",该研究论文主要关注大气微滴中过氧化氢（H2O2）的形成机制，特别关注羟基自由基（•OH）的检测。利用表面增强拉曼散射（SERS）技术，开发了一种高灵敏度纳米传感器，能够在水微滴中检测痕量•OH。该研究对于理解大气中H2O2的形成过程及其对空气质量和污染物降解的影响具有重要意义，与大气环境遥感技术密切相关。
10.1021/acs.est.3c10755,"Accumulation of Environmental Radioactivity on the Surface of a High Arctic Ice Cap (Flade Isblink, NE Greenland)","Under climatic warming, glaciers are becoming a secondary source of atmospheric contaminants originally released into the environment decades ago. This phenomenon has been well-documented for glaciers near emission sources. However, less is known about polar ice sheets and ice caps. Radionuclides are one of the contaminants that can be remobilised through ice melting and accumulate in cryoconite material on the surface of glaciers. To understand the cycling of radionuclides in polar glacial contexts, we evaluate the radioactivity of cryoconite samples from Flade Isblink, a High Arctic ice cap in northeast Greenland. The measured radioactivity is among the highest reported across the High Arctic and the highest from Greenland. The high variability observed among the samples is explained by considering the different macroscopic features of single cryoconite deposits. The radioactivity source is compatible with the stratospheric reservoir established during atmospheric nuclear tests and with weapons-grade fissile fuel, likely originating from Novaya Zemlya proving grounds. This study shows that the ability of cryoconite to accumulate radioactivity in remote areas is undisputed, highlighting the need for a deeper understanding of the remobilisation of radioactive species in polar glacial contexts.",Dylan B. Beard;Giovanni Baccolo;Caroline C. Clason;Geoffrey E. Millward;Edyta Łokas;Elena Di Stefano;Sally Rangecroft;Dariusz Sala;Przemysław Wachniew;William H. Blake,Environmental Science & Technology,TRUE,"['radioactivity', 'atmospheric contaminants', 'polar ice caps', 'satellite observations']",该研究主要关注高北极冰盖表面积聚的放射性物质，这些放射性物质来自数十年前的核试验。研究人员分析了格陵兰岛东北部Flade Isblink冰盖上的冰尘样本，发现其放射性水平很高，并推测这些放射性物质可能来自新地岛的核试验场。这项研究表明，冰尘可以积累来自遥远地区的放射性物质，突出了对极地冰川环境中放射性物质再迁移的深入理解的必要性。这项研究与大气环境遥感技术相关，因为它涉及到通过分析冰尘样本中的放射性物质来研究大气污染物在极地环境中的迁移和积累。
10.1021/acs.est.4c03967,Pollutant Emissions and Oxidative Potentials of Particles from the Indoor Burning of Biomass Pellets,"Residential solid fuel combustion significantly impacts air quality and human health. Pelletized biomass fuels are promoted as a cleaner alternative, particularly for those who cannot afford the high costs of gas/electricity, but their emission characteristics and potential effects remain poorly understood. The present laboratory-based study evaluated pollution emissions from pelletized biomass burning, including CH4 (methane), NMHC (nonmethane hydrocarbon compounds), CO, SO2, NOx, PM2.5 (particulate matter with an aerodynamic diameter ≤2.5 μm), OC (organic carbon), EC (element carbon), PAHs (polycyclic aromatic hydrocarbons), EPFRs (environmentally persistent free radicals), and OP (oxidative potential) of PM2.5, and compared with those from raw biomass burning. For most targets, except for SO2 and NOx, the mass-based emission factors for pelletized biomass were 62–96% lower than those for raw biomass. SO2 and NOx levels were negatively correlated with other air pollutants (p < 0.05). Based on real-world daily consumption data, this study estimated that households using pelletized biomass could achieve significant reductions (51–95%) in emissions of CH4, NMHC, CO, PM2.5, OC, EC, PAHs, and EPFRs compared to those using raw biomass, while the differences in emissions of NOx and SO2 were statistically insignificant. The reduction rate of benzo(a)pyrene-equivalent emissions was only 16%, much lower than the reduction in the total PAH mass (78%). This is primarily attributed to the more PAHs with high toxic potentials, such as dibenz(a,h)anthracene, in the pelletized biomass emissions. Consequently, impacts on human health associated with PAHs might be overestimated if only the mass of total PAHs was counted. The OP of particles from the pellet burning was also significantly lower than that from raw biomass by  96%. The results suggested that pelletized biomass could be a transitional substitution option that can significantly improve air quality and mitigate human exposure.",Lu Zhang;Yaojie Li;Jin Li;Ran Xing;Xinlei Liu;Jinfeng Zhao;Guofeng Shen;Bo Pan;Xiangdong Li;Shu Tao,Environmental Science & Technology,TRUE,"['air quality', 'PM2.5', 'satellite observation', 'atmospheric composition', 'emission']",该研究主要关注室内生物质颗粒燃烧产生的污染物排放，并分析了其对空气质量的影响。研究人员通过实验比较了颗粒物中甲烷、非甲烷烃类化合物、一氧化碳、二氧化硫、氮氧化物、PM2.5、有机碳、元素碳、多环芳烃、环境持久性自由基和氧化潜力的排放量，并与原始生物质燃烧进行了对比。研究结果表明，颗粒化生物质燃烧的排放量显著低于原始生物质燃烧，这表明颗粒化生物质可以作为一种过渡性替代方案，显著改善空气质量并减少人类暴露。该研究与大气环境遥感技术密切相关，因为它涉及到空气质量监测、卫星观测和大气成分分析。
10.1021/acs.est.4c03593,Phosphorus–Water Interaction Drives Active Center Evolution into the Water-Adaptive Structure in the High-Humidity NH3–SCR Reaction,"The impact of water on catalyst activity remains inconclusive due to its dependence on the specific reaction environment. To maximize the exploitation of water’s promoting effect, we employed ammonia selective catalytic reduction (NH3–SCR) as a probe reaction and proposed a phosphorus modification strategy for Cu-ZSM-5 catalysts. The objective of this approach was to construct water-adaptive microstructures through directional arrangement. To investigate the effect of phosphorus on the transformation of framework copper sites in humid environments, we conducted comprehensive characterizations and density functional theory calculation. Results reveal that water molecules cleave the oxygen bridges between phosphorus oxide and copper, leading to the formation of active isolated [Cu(OH)]+ groups and phosphate. The phosphate species weaken the interaction between exchanged Cu2+ groups and the zeolite framework, leading to the generation of highly migratory hydrated Cu2+ species. This work will potentially guide the rational design of water-adaptive catalysts for gas pollution abatement in a humid environment.",Penghao An;Chuan Gao;Xiao Zhu;Bin Wang;Yue Xuan;Yanjie Liang;Sunwen Xia;Wenzhe Si;Dong Wang;Yue Peng;Junhua Li,Environmental Science & Technology,FALSE,[],该论文主要研究了磷改性Cu-ZSM-5催化剂在高湿环境下NH3-SCR反应中的活性中心演变机制。研究发现，水分子可以断裂磷氧化物和铜之间的氧桥，形成活性孤立的[Cu(OH)]+基团和磷酸盐。磷酸盐物种削弱了交换的Cu2+基团与沸石骨架之间的相互作用，导致生成高度迁移的水合Cu2+物种。该研究为设计适应潮湿环境的气体污染治理催化剂提供了潜在的指导。
